http://www.environment.gov.au/about-us/publications,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",div,id,region-content,static,notes column,0,screenshot,,,,screenshot
http://www.environment.gov.au/about-us/media-centre,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",div,id,region-content,static,,0,,,,,screenshot
http://www.aph.gov.au/Parliamentary_Business/Committees/Senate/Reports_Due,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",,,,static,,0,,,,,screenshot
http://www.aihw.gov.au/forthcoming-publications/,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",,,,static,,0,,,,,screenshot
http://www.aihw.gov.au/,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",,,,static,,0,,,,,screenshot
https://www.austrade.gov.au/News/news,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",,,,static,,0,,,,,screenshot
http://www.pc.gov.au/upcoming-reports,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",,,,static,,0,,,,,screenshot
http://www.nntt.gov.au/News-and-Publications/Pages/default.aspx,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",,,,static,,0,,,,,screenshot
http://www.pc.gov.au/search?collection=productivity-commission-web&query=!padrenull&form=site-search&sort=date&start_rank=1,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",,,,static,,0,,,,,screenshot
https://internationaleducation.gov.au/research/research-snapshots/pages/default.aspx,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",,,,static,,0,,,,,screenshot
https://internationaleducation.gov.au/research/research-papers/pages/research%20papers.aspx,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",,,,static,,0,,,,,screenshot
http://www.graduatecareers.com.au/,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",,,,static,,0,,,,,screenshot
http://www.nhpa.gov.au/internet/nhpa/publishing.nsf/Content/Our-reports,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",div,id,content,static,,0,,,,,screenshot
https://infrastructure.gov.au/department/media/index.aspx,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",,,,static,,0,,,,,screenshot
http://www.aic.gov.au/publications.html,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",,,,static,,0,,,,,screenshot
http://arena.gov.au/news-media/,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",,,,static,,0,,,,,screenshot
http://www.csiro.au/en/News/News-releases,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",div,class,wrapper,static,,0,,,,,screenshot
http://www.pittsh.com.au/latest-news/cedex/,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",,,,static,,0,,,,,screenshot
http://www.arc.gov.au/research-highlights,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",,,,static,,0,,,,,screenshot
http://www.arc.gov.au/feature-articles,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",,,,static,,0,,,,,screenshot
https://aifs.gov.au/publications/research-papers-reports,"jason.robert.thomas.123@gmail.com,jason.thomas@sbs.com.au",,,,static,,0,,,,,screenshot
